"","MEMBERSHIP_ID","tot_mem","COHORT_MONTH","MEMBERSHIP_TYPE_CODE","MEMBERSHIP_TYPE_DESC","JOIN_DATE","TENURE_GRP","RENEW_IND","LAST_RENEW_DATE","RENEW_DATE","NEXT_RENEW_DATE","PLUS_STATUS_BEFORE_REN","PLUS_STATUS_AFTER_REN","PLUS_MEMBERSHIP_IND","PLUS_UPGRADE_DATE","autorenew_ind","payroll_deduct_ind"
"1781",134548,3647.72,"2018-01",3,"BUSINESS","1996-08-25","3+","RENEWED PLUS","2018-01-21","2018-01-18","2019-01-21","PLUS","PLUS","Y","?","Y","N"
"1782",308,3644.52,"2018-01",2,"SAVINGS","1999-08-17","3+","RENEWED BASE","2018-01-03","2018-01-03","2019-01-26","BASE","BASE","N","2012-03-03","N","N"
"1783",127804,3644.16,"2018-01",2,"SAVINGS","2012-01-16","3+","RENEWED BASE","2014-12-09","2017-12-08","2019-01-17","BASE","BASE","N","?","N","N"
"1784",193717,3643.44,"2018-01",2,"SAVINGS","2016-01-13","2","RENEWED BASE","2017-01-20","2018-02-07","2019-02-07","BASE","BASE","N","?","N","N"
"1785",214985,3643.41,"2018-01",2,"SAVINGS","2017-01-07","1","RENEWED PLUS","2018-01-07","2018-01-04","2019-01-07","PLUS","PLUS","Y","2017-05-06","Y","N"
"1786",100377,3638.95,"2018-01",2,"SAVINGS","2009-11-04","3+","RENEWED BASE","2018-07-14","2018-07-14","2019-07-14","PLUS","BASE","N","2016-09-05","N","N"
"1787",116553,3637.96,"2018-01",2,"SAVINGS","2011-01-23","3+","RENEWED PLUS","2018-01-23","2018-01-20","2019-01-23","PLUS","PLUS","Y","2011-10-01","Y","N"
"1788",78906,3637.57,"2018-01",2,"SAVINGS","2008-01-03","3+","RENEWED BASE","2018-01-05","2018-01-05","2019-01-03","PLUS","BASE","Y","2018-04-23","N","N"
"1789",178515,3637.16,"2018-01",3,"BUSINESS","2015-01-23","3","RENEWED PLUS","2018-01-27","2018-01-27","2019-01-23","PLUS","PLUS","Y","2017-11-19","N","N"
"1790",181737,3635.64,"2018-01",2,"SAVINGS","2015-01-31","3","RENEWED PLUS","2018-01-31","2018-01-28","2019-01-31","PLUS","PLUS","Y","2016-02-20","Y","N"
"1791",26178,3631.67,"2018-01",3,"BUSINESS","1991-08-28","3+","RENEWED PLUS","2018-02-01","2018-02-01","2019-01-25","PLUS","PLUS","Y","2017-10-27","N","N"
"1792",165600,3631.57,"2018-01",2,"SAVINGS","1998-11-03","3+","RENEWED BASE","2018-04-04","2018-04-04","2019-04-04","BASE","BASE","Y","2018-08-28","N","N"
"1793",205435,3630.96,"2018-01",3,"BUSINESS","2017-01-18","1","RENEWED BASE","2018-01-19","2018-01-19","2019-01-18","PLUS","BASE","Y","2018-09-14","N","N"
"1794",220960,3628.58,"2018-01",2,"SAVINGS","2017-01-12","1","UNRENEWED","2017-01-12","?","2018-01-12","BASE","?","N","?","N","N"
"1795",133655,3628.25,"2018-01",3,"BUSINESS","1997-01-08","3+","RENEWED BASE","2017-12-16","2017-12-16","2019-01-08","BASE","BASE","N","?","N","N"
"1796",74246,3627.61,"2018-01",2,"SAVINGS","2007-03-29","3+","RENEWED PLUS","2018-01-14","2018-01-11","2019-01-14","PLUS","PLUS","N","2016-05-17","Y","N"
"1797",39922,3627.34,"2018-01",2,"SAVINGS","2004-01-03","3+","RENEWED PLUS","2018-01-02","2017-12-30","2019-01-02","PLUS","PLUS","Y","2015-03-13","Y","N"
"1798",116783,3627.27,"2018-01",2,"SAVINGS","2011-01-24","3+","RENEWED BASE","2018-01-14","2018-01-14","2019-01-24","PLUS","BASE","N","2017-11-18","N","N"
"1799",21905,3623.34,"2018-01",2,"SAVINGS","1992-01-11","3+","RENEWED BASE","2017-12-21","2017-12-21","2019-01-11","BASE","BASE","Y","2018-05-05","N","N"
"1800",75452,3622.66,"2018-01",2,"SAVINGS","2007-07-06","3+","RENEWED PLUS","2018-02-26","2018-02-26","2019-01-31","PLUS","PLUS","Y","2016-03-28","N","N"
"1801",20716,3621.1,"2018-01",2,"SAVINGS","1997-10-28","3+","RENEWED BASE","2018-02-08","2018-02-08","2019-01-28","PLUS","BASE","N","2017-12-08","N","N"
"1802",164666,3620.07,"2018-01",3,"BUSINESS","1998-08-06","3+","RENEWED BASE","2018-01-02","2018-01-02","2019-01-03","PLUS","BASE","Y","2018-02-25","N","N"
"1803",52617,3619.96,"2018-01",2,"SAVINGS","2005-01-21","3+","RENEWED BASE","2018-01-29","2018-01-29","2019-01-21","BASE","BASE","N","?","N","N"
"1804",86525,3619.78,"2018-01",3,"BUSINESS","1994-09-24","3+","RENEWED PLUS","2018-01-05","2018-01-05","2019-01-04","PLUS","PLUS","Y","2015-01-27","N","N"
"1805",200464,3610.94,"2018-01",3,"BUSINESS","2016-01-26","2","RENEWED PLUS","2018-02-03","2018-02-03","2019-01-26","PLUS","PLUS","Y","2016-01-27","N","N"
"1806",94949,3610.15,"2018-01",2,"SAVINGS","2009-01-29","3+","RENEWED BASE","2018-01-04","2018-01-04","2019-01-29","BASE","BASE","N","?","N","N"
"1807",78988,3605.44,"2018-01",3,"BUSINESS","2008-01-03","3+","RENEWED PLUS","2016-12-19","2018-01-03","2019-01-03","PLUS","PLUS","Y","2015-12-23","N","N"
"1808",167502,3605.13,"2018-01",2,"SAVINGS","2014-10-18","3+","RENEWED PLUS","2017-01-15","2018-02-10","2019-02-10","PLUS","PLUS","Y","2017-11-10","N","N"
"1809",208793,3604.59,"2018-01",2,"SAVINGS","2017-01-02","1","RENEWED BASE","2018-01-02","2017-12-30","2019-01-02","BASE","BASE","N","?","Y","N"
"1810",166102,3603.44,"2018-01",2,"SAVINGS","2014-09-21","3+","RENEWED BASE","2018-02-06","2018-02-06","2019-01-28","BASE","BASE","N","?","N","N"
"1811",102898,3601.06,"2018-01",3,"BUSINESS","2010-01-09","3+","RENEWED BASE","2018-03-03","2018-03-03","2019-01-09","BASE","BASE","N","2015-10-13","N","N"
"1812",127625,3599.44,"2018-01",2,"SAVINGS","2012-01-15","3+","RENEWED BASE","2018-04-14","2018-04-14","2019-04-14","PLUS","BASE","N","2016-04-03","Y","N"
"1813",141372,3596.61,"2018-01",3,"BUSINESS","2013-01-16","3+","RENEWED BASE","2018-01-17","2018-01-17","2019-01-16","BASE","BASE","N","?","N","N"
"1814",123818,3595.51,"2018-01",3,"BUSINESS","1996-06-03","3+","RENEWED PLUS","2018-02-05","2018-02-05","2019-01-17","PLUS","PLUS","Y","2015-06-01","N","N"
"1815",23459,3594.78,"2018-01",2,"SAVINGS","2002-05-09","3+","RENEWED BASE","2018-05-12","2018-05-12","2019-05-12","BASE","BASE","Y","2018-07-13","N","N"
"1816",30246,3593.62,"2018-01",3,"BUSINESS","2003-01-10","3+","RENEWED BASE","2018-06-30","2018-06-30","2019-06-30","BASE","BASE","N","2016-06-12","N","N"
"1817",158010,3592.58,"2018-01",2,"SAVINGS","2014-01-20","3+","RENEWED BASE","2018-01-14","2018-01-14","2019-01-20","PLUS","BASE","N","2017-10-29","N","N"
"1818",77066,3591.25,"2018-01",2,"SAVINGS","2007-10-17","3+","RENEWED BASE","2018-01-18","2018-01-18","2019-01-01","BASE","BASE","N","?","N","N"
"1819",144735,3584.86,"2018-01",3,"BUSINESS","2013-01-31","3+","RENEWED PLUS","2017-12-19","2017-12-19","2019-01-31","PLUS","PLUS","Y","2016-08-12","N","N"
"1820",95372,3583.96,"2018-01",2,"SAVINGS","2009-01-30","3+","RENEWED BASE","2018-02-11","2018-02-11","2019-01-30","BASE","BASE","N","?","N","N"
"1821",17612,3579.66,"2018-01",2,"SAVINGS","2002-01-27","3+","RENEWED PLUS","2018-02-04","2018-02-04","2019-01-11","PLUS","PLUS","Y","2012-11-10","N","N"
"1822",22634,3578.74,"2018-01",2,"SAVINGS","1996-01-13","3+","RENEWED PLUS","2018-01-12","2018-01-09","2019-01-12","PLUS","PLUS","Y","2011-05-06","Y","N"
"1823",151137,3578.47,"2018-01",2,"SAVINGS","1998-10-27","3+","RENEWED BASE","2018-01-10","2018-01-10","2019-01-02","BASE","BASE","N","2011-07-14","N","N"
"1824",133569,3570.89,"2018-01",3,"BUSINESS","2012-06-28","3+","RENEWED BASE","2018-02-13","2018-02-13","2019-01-29","BASE","BASE","Y","2018-05-28","N","N"
"1825",14527,3569.81,"2018-01",2,"SAVINGS","2002-01-03","3+","RENEWED BASE","2017-12-18","2017-12-18","2019-01-03","BASE","BASE","N","?","N","N"
"1826",121083,3569.47,"2018-01",3,"BUSINESS","2011-08-05","3+","RENEWED BASE","2018-02-13","2018-02-13","2019-02-13","BASE","BASE","N","?","N","N"
"1827",236616,3568.42,"2018-01",2,"SAVINGS","2017-01-22","1","RENEWED PLUS","2018-01-22","2018-01-19","2019-01-22","PLUS","PLUS","Y","2017-03-23","Y","N"
"1828",141526,3563.18,"2018-01",2,"SAVINGS","2013-01-17","3+","RENEWED BASE","2018-01-18","2018-01-18","2019-01-17","BASE","BASE","Y","2018-06-29","N","N"
"1829",32746,3560.62,"2018-01",2,"SAVINGS","2003-01-25","3+","RENEWED BASE","2017-12-13","2017-12-13","2019-01-25","BASE","BASE","N","2015-10-27","N","N"
"1830",60915,3558.27,"2018-01",2,"SAVINGS","2006-01-07","3+","RENEWED PLUS","2018-01-07","2018-01-04","2019-01-07","PLUS","PLUS","Y","2012-07-20","Y","N"
"1831",160937,3556.7,"2018-01",2,"SAVINGS","2014-01-31","3+","RENEWED PLUS","2018-01-31","2018-01-28","2019-01-31","PLUS","PLUS","Y","?","Y","N"
"1832",96301,3555.44,"2018-01",3,"BUSINESS","1995-07-11","3+","UNRENEWED","2017-01-31","?","2018-01-30","PLUS","?","Y","2016-11-05","N","N"
"1833",76834,3554.87,"2018-01",2,"SAVINGS","1995-01-14","3+","RENEWED PLUS","2018-01-14","2018-01-11","2019-01-14","PLUS","PLUS","Y","2011-03-12","Y","N"
"1834",249571,3554.48,"2018-01",2,"SAVINGS","2017-01-31","1","RENEWED PLUS","2018-01-11","2018-01-11","2019-01-31","BASE","PLUS","Y","2018-01-11","Y","N"
"1835",35126,3551.59,"2018-01",3,"BUSINESS","1992-01-24","3+","RENEWED BASE","2018-01-31","2018-01-31","2019-01-24","BASE","BASE","N","?","N","N"
"1836",130261,3550.92,"2018-01",3,"BUSINESS","2012-01-29","3+","RENEWED PLUS","2018-01-29","2018-01-26","2019-01-29","PLUS","PLUS","Y","?","Y","N"
"1837",186975,3550.77,"2018-01",3,"BUSINESS","2015-12-28","3","RENEWED BASE","2018-01-02","2018-01-02","2019-01-16","BASE","BASE","N","?","N","N"
"1838",188167,3549.08,"2018-01",2,"SAVINGS","2016-01-03","2","RENEWED BASE","2018-01-07","2018-01-07","2019-01-03","PLUS","BASE","N","2016-09-01","N","N"
"1839",18890,3548.57,"2018-01",3,"BUSINESS","2002-03-20","3+","RENEWED BASE","2018-03-23","2018-03-23","2019-03-23","BASE","BASE","N","?","N","N"
"1840",137981,3548.51,"2018-01",2,"SAVINGS","2013-01-03","3+","RENEWED PLUS","2018-01-03","2017-12-31","2019-01-03","PLUS","PLUS","Y","2013-03-28","Y","N"
"1841",133701,3548.5,"2018-01",3,"BUSINESS","1997-01-23","3+","RENEWED BASE","2018-01-20","2018-01-20","2019-01-23","BASE","BASE","N","2011-12-07","N","N"
"1842",87984,3547.44,"2018-01",2,"SAVINGS","2008-11-04","3+","RENEWED BASE","2018-02-05","2018-02-05","2019-01-19","BASE","BASE","N","2012-11-09","N","N"
"1843",201836,3545.96,"2018-01",2,"SAVINGS","2016-01-29","2","RENEWED PLUS","2018-01-29","2018-01-26","2019-01-29","PLUS","PLUS","Y","?","Y","N"
"1844",15452,3544.28,"2018-01",3,"BUSINESS","2002-01-10","3+","RENEWED BASE","2018-01-18","2018-01-18","2019-01-10","BASE","BASE","N","?","N","N"
"1845",26016,3544.19,"2018-01",3,"BUSINESS","2002-08-29","3+","RENEWED BASE","2018-01-28","2018-01-28","2019-01-12","PLUS","BASE","Y","2018-06-27","N","N"
"1846",4733,3543.98,"2018-01",2,"SAVINGS","2000-05-30","3+","RENEWED PLUS","2018-01-30","2018-01-30","2019-01-25","PLUS","PLUS","Y","2012-10-19","Y","N"
"1847",244593,3542.2,"2018-01",2,"SAVINGS","2017-01-28","1","RENEWED BASE","2017-12-13","2017-12-13","2019-01-28","PLUS","BASE","N","?","Y","N"
"1848",164093,3538.92,"2018-01",2,"SAVINGS","2014-07-15","3+","RENEWED BASE","2018-03-04","2018-03-04","2019-01-15","PLUS","BASE","N","2016-07-27","N","N"
"1849",243319,3538.18,"2018-01",2,"SAVINGS","2017-01-27","1","RENEWED BASE","2018-02-05","2018-02-05","2019-02-05","BASE","BASE","N","2017-02-21","N","N"
"1850",34638,3537.71,"2018-01",2,"SAVINGS","1992-01-17","3+","RENEWED BASE","2018-01-17","2018-01-17","2019-01-17","BASE","BASE","N","2014-09-22","Y","N"
"1851",113926,3533.41,"2018-01",2,"SAVINGS","2011-01-10","3+","RENEWED BASE","2018-01-10","2018-01-07","2019-01-10","BASE","BASE","N","2011-10-27","Y","N"
"1852",57018,3531.83,"2018-01",2,"SAVINGS","1996-01-21","3+","RENEWED PLUS","2018-01-05","2018-01-05","2019-01-20","PLUS","PLUS","Y","2015-02-22","N","N"
"1853",166714,3530.22,"2018-01",2,"SAVINGS","2014-10-05","3+","RENEWED BASE","2018-02-04","2018-02-04","2019-01-16","BASE","BASE","Y","2018-09-03","N","N"
"1854",67897,3529.77,"2018-01",2,"SAVINGS","2006-10-25","3+","RENEWED BASE","2018-02-14","2018-02-14","2019-01-16","PLUS","BASE","Y","2018-09-05","N","N"
"1855",171364,3529.7,"2018-01",2,"SAVINGS","2015-01-21","3","RENEWED BASE","2018-01-12","2018-01-12","2019-01-21","BASE","BASE","N","?","N","N"
"1856",220721,3529.62,"2018-01",2,"SAVINGS","2017-01-11","1","RENEWED PLUS","2018-01-14","2018-01-14","2019-01-11","PLUS","PLUS","Y","?","N","N"
"1857",22763,3527.51,"2018-01",3,"BUSINESS","1992-11-03","3+","UNRENEWED","2017-01-17","?","2018-01-19","BASE","?","N","2014-09-20","N","N"
"1858",201923,3523.21,"2018-01",2,"SAVINGS","2016-01-29","2","RENEWED PLUS","2018-01-29","2018-01-29","2019-01-29","PLUS","PLUS","Y","?","N","N"
"1859",87387,3522.89,"2018-01",3,"BUSINESS","2008-10-23","3+","RENEWED BASE","2018-01-27","2018-01-27","2019-01-06","BASE","BASE","N","2016-06-03","N","N"
"1860",151642,3521.33,"2018-01",2,"SAVINGS","2013-12-18","3+","RENEWED BASE","2018-03-08","2018-03-08","2019-03-08","BASE","BASE","Y","2018-08-27","N","N"
"1861",145380,3521.21,"2018-01",3,"BUSINESS","1997-02-02","3+","RENEWED BASE","2018-01-30","2018-01-30","2019-01-15","BASE","BASE","N","?","N","N"
"1862",232489,3521.07,"2018-01",2,"SAVINGS","2017-01-19","1","RENEWED PLUS","2018-02-12","2018-02-12","2019-01-19","PLUS","PLUS","Y","?","N","N"
"1863",28410,3520.8,"2018-01",2,"SAVINGS","2002-12-09","3+","RENEWED BASE","2018-01-14","2018-01-14","2019-01-12","PLUS","BASE","N","2016-11-19","N","N"
"1864",98460,3520.62,"2018-01",2,"SAVINGS","2009-07-22","3+","RENEWED PLUS","2018-01-25","2018-01-25","2019-01-09","PLUS","PLUS","Y","2014-08-29","N","N"
"1865",170468,3516.94,"2018-01",2,"SAVINGS","2015-01-02","3","RENEWED PLUS","2017-11-30","2017-11-30","2019-01-02","PLUS","PLUS","Y","?","N","N"
"1866",201346,3516.28,"2018-01",2,"SAVINGS","2016-01-28","2","RENEWED BASE","2017-01-28","2018-03-07","2019-03-07","BASE","BASE","Y","2018-05-25","N","N"
"1867",198282,3515.6,"2018-01",2,"SAVINGS","2016-01-21","2","RENEWED BASE","2018-01-19","2018-01-19","2019-01-21","BASE","BASE","N","?","N","N"
"1868",47135,3515.36,"2018-01",3,"BUSINESS","1992-07-10","3+","RENEWED PLUS","2018-01-12","2018-01-12","2019-01-07","PLUS","PLUS","Y","2016-05-21","N","N"
"1869",87524,3513.38,"2018-01",2,"SAVINGS","1996-12-29","3+","RENEWED BASE","2017-12-24","2017-12-24","2019-01-14","BASE","BASE","N","?","N","N"
"1870",97384,3510.99,"2018-01",3,"BUSINESS","2009-05-21","3+","RENEWED BASE","2018-01-10","2018-01-10","2019-01-04","BASE","BASE","N","2014-06-14","N","N"
"1871",25557,3510.91,"2018-01",2,"SAVINGS","2002-08-05","3+","UNRENEWED","2017-02-03","?","2018-01-31","BASE","?","N","2013-10-06","N","N"
"1872",10812,3508.91,"2018-01",2,"SAVINGS","1992-01-27","3+","RENEWED PLUS","2018-01-29","2018-01-29","2019-01-27","PLUS","PLUS","Y","2013-06-21","N","N"
"1873",72555,3506.89,"2018-01",2,"SAVINGS","2007-01-24","3+","RENEWED PLUS","2018-01-27","2018-01-27","2019-01-25","PLUS","PLUS","Y","2014-08-15","N","N"
"1874",65813,3504.73,"2018-01",2,"SAVINGS","2000-10-18","3+","RENEWED BASE","2018-01-20","2018-01-20","2019-01-31","BASE","BASE","N","?","N","Y"
"1875",166272,3504.68,"2018-01",2,"SAVINGS","2014-09-26","3+","RENEWED PLUS","2018-01-15","2018-01-15","2019-01-15","PLUS","PLUS","Y","2017-11-25","Y","N"
"1876",195181,3504.25,"2018-01",3,"BUSINESS","2016-01-15","2","RENEWED BASE","2018-03-03","2018-03-03","2019-01-15","BASE","BASE","N","?","N","N"
"1877",213174,3503.93,"2018-01",2,"SAVINGS","2017-01-06","1","RENEWED BASE","2018-01-06","2018-01-03","2019-01-06","BASE","BASE","Y","2018-04-30","Y","N"
"1878",85183,3503.24,"2018-01",2,"SAVINGS","1994-01-23","3+","RENEWED BASE","2018-01-02","2018-01-02","2019-01-23","BASE","BASE","N","?","N","N"
"1879",16539,3500.17,"2018-01",3,"BUSINESS","2002-01-19","3+","RENEWED BASE","2018-01-29","2018-01-29","2019-01-19","BASE","BASE","N","?","N","N"
"1880",161360,3499.6,"2018-01",2,"SAVINGS","1997-09-07","3+","RENEWED BASE","2018-01-31","2018-01-31","2019-01-30","BASE","BASE","N","2010-10-02","N","N"
"1881",118375,3499,"2018-01",2,"SAVINGS","2011-02-09","3+","RENEWED BASE","2018-02-09","2018-02-09","2019-01-13","BASE","BASE","N","?","N","N"
"1882",6050,3498.42,"2018-01",2,"SAVINGS","2000-10-20","3+","RENEWED BASE","2018-01-24","2018-01-24","2019-01-13","BASE","BASE","N","?","N","N"
"1883",135901,3496.36,"2018-01",3,"BUSINESS","2012-10-23","3+","RENEWED BASE","2018-03-10","2018-03-10","2019-01-29","BASE","BASE","Y","2018-05-23","N","N"
"1884",164669,3496.2,"2018-01",3,"BUSINESS","1998-08-18","3+","RENEWED PLUS","2018-01-15","2018-01-15","2019-01-15","PLUS","PLUS","Y","2016-10-26","Y","N"
"1885",212320,3495.21,"2018-01",2,"SAVINGS","2017-01-05","1","RENEWED BASE","2018-01-10","2018-01-10","2019-01-05","BASE","BASE","N","?","N","N"
"1886",146407,3494.05,"2018-01",2,"SAVINGS","2013-05-18","3+","RENEWED PLUS","2018-07-17","2018-07-17","2019-07-17","PLUS","PLUS","Y","2016-01-21","N","N"
"1887",64473,3493.81,"2018-01",2,"SAVINGS","2006-03-04","3+","RENEWED BASE","2018-02-10","2018-02-10","2019-01-18","BASE","BASE","N","?","N","N"
"1888",101719,3493.22,"2018-01",3,"BUSINESS","1997-06-21","3+","RENEWED BASE","2018-03-26","2018-03-26","2019-03-26","BASE","BASE","N","2015-08-03","N","N"
"1889",40954,3490.86,"2018-01",2,"SAVINGS","2004-01-10","3+","RENEWED PLUS","2017-12-02","2017-12-02","2019-01-09","PLUS","PLUS","Y","2015-08-15","N","N"
"1890",236102,3490.34,"2018-01",2,"SAVINGS","2017-01-22","1","RENEWED BASE","2017-12-23","2017-12-23","2019-01-22","BASE","BASE","Y","2018-08-25","N","N"
"1891",247220,3489.63,"2018-01",2,"SAVINGS","2017-01-29","1","RENEWED PLUS","2018-02-09","2018-02-09","2019-01-29","PLUS","PLUS","Y","?","N","N"
"1892",107181,3488.35,"2018-01",2,"SAVINGS","2010-03-07","3+","RENEWED PLUS","2018-01-02","2018-01-02","2019-01-22","PLUS","PLUS","Y","2017-01-22","N","N"
"1893",162435,3487.95,"2018-01",2,"SAVINGS","2014-04-19","3+","UNRENEWED","2017-01-18","?","2018-01-18","BASE","?","N","2015-04-26","N","N"
"1894",227541,3486.52,"2018-01",2,"SAVINGS","2017-01-15","1","RENEWED BASE","2018-08-07","2018-08-07","2019-08-07","BASE","BASE","N","?","N","N"
"1895",177156,3481.63,"2018-01",3,"BUSINESS","2015-01-19","3+","RENEWED BASE","2018-01-20","2018-01-20","2019-01-30","BASE","BASE","N","?","N","N"
"1896",36037,3478.3,"2018-01",2,"SAVINGS","1992-01-06","3+","RENEWED PLUS","2017-12-28","2017-12-28","2019-01-06","PLUS","PLUS","Y","2011-08-13","N","N"
"1897",204773,3476.88,"2018-01",2,"SAVINGS","2017-01-18","1","RENEWED BASE","2018-01-11","2018-01-11","2019-01-18","PLUS","BASE","N","2017-01-28","N","N"
"1898",97106,3474.89,"2018-01",2,"SAVINGS","2009-05-02","3+","RENEWED BASE","2018-01-06","2018-01-06","2019-01-26","BASE","BASE","N","2015-11-14","N","N"
"1899",107259,3474.6,"2018-01",2,"SAVINGS","2010-03-16","3+","RENEWED PLUS","2018-01-12","2018-01-12","2019-01-20","PLUS","PLUS","Y","2015-07-08","N","N"
"1900",1545,3474.44,"2018-01",3,"BUSINESS","1999-12-21","3+","RENEWED BASE","2017-12-08","2017-12-08","2019-01-07","BASE","BASE","Y","2018-06-04","N","N"
"1901",192365,3473.06,"2018-01",2,"SAVINGS","2016-01-10","2","RENEWED BASE","2018-02-19","2018-02-19","2019-01-10","PLUS","BASE","Y","2018-03-04","N","N"
"1902",47605,3472.94,"2018-01",3,"BUSINESS","1992-01-14","3+","RENEWED BASE","2017-12-27","2017-12-27","2019-01-14","BASE","BASE","N","?","N","N"
"1903",105201,3471.42,"2018-01",3,"BUSINESS","2010-01-22","3+","RENEWED PLUS","2017-08-23","2017-08-23","2019-01-31","PLUS","PLUS","Y","2015-10-08","N","N"
"1904",227080,3471.09,"2018-01",2,"SAVINGS","2017-01-15","1","RENEWED BASE","2018-01-13","2018-01-13","2019-01-15","BASE","BASE","N","?","N","N"
"1905",211257,3470.94,"2018-01",2,"SAVINGS","2017-01-04","1","UNRENEWED","2017-01-04","?","2018-01-04","BASE","?","N","?","N","N"
"1906",71610,3470.88,"2018-01",3,"BUSINESS","2007-01-17","3+","RENEWED BASE","2018-01-04","2018-01-04","2019-01-17","BASE","BASE","N","?","N","N"
"1907",17635,3469.02,"2018-01",2,"SAVINGS","2002-01-27","3+","RENEWED BASE","2017-12-24","2017-12-24","2019-01-27","BASE","BASE","N","?","N","N"
"1908",167780,3468.23,"2018-01",2,"SAVINGS","1999-07-02","3+","RENEWED PLUS","2017-12-12","2017-12-12","2019-01-07","PLUS","PLUS","Y","2015-11-01","N","N"
"1909",48907,3466.96,"2018-01",2,"SAVINGS","2004-11-06","3+","RENEWED BASE","2017-12-19","2017-12-19","2019-01-11","BASE","BASE","N","2011-04-18","N","N"
"1910",7537,3466.04,"2018-01",3,"BUSINESS","2001-01-08","3+","RENEWED BASE","2018-01-07","2018-01-07","2019-01-08","BASE","BASE","N","?","N","N"
"1911",7305,3465.55,"2018-01",2,"SAVINGS","2001-01-06","3+","RENEWED PLUS","2017-12-13","2017-12-13","2019-01-06","PLUS","PLUS","Y","2016-09-29","N","N"
"1912",153629,3464.93,"2018-01",2,"SAVINGS","2014-01-07","3+","UNRENEWED","2017-02-19","?","2018-01-07","BASE","?","N","?","N","N"
"1913",128415,3464.05,"2018-01",2,"SAVINGS","2012-01-20","3+","RENEWED BASE","2018-01-25","2018-01-25","2019-01-20","BASE","BASE","N","2012-09-15","N","N"
"1914",233065,3463.55,"2018-01",2,"SAVINGS","2017-01-20","1","RENEWED BASE","2018-01-15","2018-01-15","2019-01-20","BASE","BASE","N","?","N","N"
"1915",151102,3461.8,"2018-01",2,"SAVINGS","1999-03-13","3+","RENEWED BASE","2017-11-30","2017-11-30","2019-01-06","BASE","BASE","N","2015-11-21","Y","N"
"1916",224216,3459.5,"2018-01",2,"SAVINGS","2017-01-13","1","RENEWED BASE","2018-03-09","2018-03-09","2019-01-13","BASE","BASE","N","?","N","N"
"1917",214921,3458.71,"2018-01",2,"SAVINGS","2017-01-07","1","UNRENEWED","2017-01-07","?","2018-01-07","BASE","?","N","?","N","N"
"1918",205214,3456.66,"2018-01",2,"SAVINGS","2017-01-25","1","RENEWED BASE","2018-01-04","2018-01-04","2019-01-25","BASE","BASE","N","?","N","N"
"1919",175395,3453.74,"2018-01",3,"BUSINESS","2015-01-15","3","RENEWED PLUS","2018-01-05","2018-01-05","2019-01-15","PLUS","PLUS","Y","?","N","N"
"1920",159282,3452.25,"2018-01",2,"SAVINGS","2014-01-25","3+","RENEWED BASE","2018-01-25","2018-01-25","2019-01-25","BASE","BASE","N","2014-10-11","N","N"
"1921",31286,3452,"2018-01",3,"BUSINESS","2003-01-17","3+","RENEWED BASE","2017-01-27","2018-01-03","2019-01-22","BASE","BASE","N","?","Y","N"
"1922",122245,3451.45,"2018-01",3,"BUSINESS","2011-09-30","3+","RENEWED PLUS","2018-03-11","2018-03-11","2019-01-16","PLUS","PLUS","Y","2017-04-15","Y","N"
"1923",99252,3449.28,"2018-01",2,"SAVINGS","2009-09-08","3+","RENEWED BASE","2018-01-26","2018-01-26","2019-01-25","BASE","BASE","Y","2018-04-21","N","N"
"1924",34277,3447.9,"2018-01",2,"SAVINGS","1992-01-11","3+","RENEWED PLUS","2017-12-31","2017-12-31","2019-01-11","PLUS","PLUS","Y","2015-08-01","N","N"
"1925",209294,3446.93,"2018-01",2,"SAVINGS","2017-01-02","1","RENEWED PLUS","2017-12-21","2017-12-21","2019-01-02","PLUS","PLUS","Y","?","N","N"
"1926",13872,3442.73,"2018-01",3,"BUSINESS","2001-12-03","3+","RENEWED BASE","2017-01-07","2018-01-16","2019-01-16","BASE","BASE","Y","2018-05-12","Y","N"
"1927",123566,3441.05,"2018-01",2,"SAVINGS","1998-01-02","3+","RENEWED PLUS","2018-01-02","2017-12-30","2019-01-02","PLUS","PLUS","Y","2010-09-04","Y","N"
"1928",200045,3436.16,"2018-01",3,"BUSINESS","2016-01-25","2","RENEWED BASE","2017-12-18","2017-12-18","2019-01-25","BASE","BASE","N","?","N","N"
"1929",168899,3436.02,"2018-01",2,"SAVINGS","2014-11-15","3+","RENEWED BASE","2018-01-16","2018-01-13","2019-01-16","BASE","BASE","N","2015-01-05","Y","N"
"1930",202315,3435.07,"2018-01",2,"SAVINGS","2016-01-30","2","RENEWED BASE","2018-01-30","2018-01-27","2019-01-30","BASE","BASE","Y","2018-03-31","Y","N"
"1931",188103,3434.36,"2018-01",3,"BUSINESS","2016-01-03","2","RENEWED PLUS","2017-01-08","2018-01-08","2019-01-08","PLUS","PLUS","Y","?","N","N"
"1932",128721,3434,"2018-01",2,"SAVINGS","1996-01-06","3+","RENEWED BASE","2018-01-16","2018-01-16","2019-01-16","BASE","BASE","N","?","Y","N"
"1933",248474,3433.45,"2018-01",2,"SAVINGS","2017-01-30","1","RENEWED BASE","2018-01-31","2018-01-31","2019-01-30","BASE","BASE","N","?","N","N"
"1934",38988,3430.59,"2018-01",3,"BUSINESS","1992-01-31","3+","RENEWED BASE","2018-02-28","2018-02-28","2019-01-31","BASE","BASE","N","2014-10-11","N","N"
