"COHORT_MONTH","MEMBERSHIP_ID","MEMBERSHIP_TYPE_CODE","MEMBERSHIP_TYPE_DESC","JOIN_DATE","TENURE_GRP","RENEW_IND","LAST_RENEW_DATE","RENEW_DATE","NEXT_RENEW_DATE","PLUS_STATUS_BEFORE_REN","PLUS_STATUS_AFTER_REN","PLUS_MEMBERSHIP_IND","PLUS_UPGRADE_DATE","autorenew_ind","payroll_deduct_ind"
"2018-01",86023,3,"BUSINESS","1994-03-14","3+","RENEWED PLUS","2018-02-06","2018-02-06","2019-01-30","PLUS","PLUS","Y","2013-03-03","N","N"
"2018-01",196934,2,"SAVINGS","2016-01-18","2","UNRENEWED","2017-02-25","?","2018-01-18","BASE","?","N","?","N","N"
"2018-01",165354,2,"SAVINGS","1998-10-13","3+","RENEWED BASE","2017-10-13","2017-10-13","2019-01-30","BASE","BASE","N","?","N","N"
"2018-01",14527,2,"SAVINGS","2002-01-03","3+","RENEWED BASE","2017-12-18","2017-12-18","2019-01-03","BASE","BASE","N","?","N","N"
"2018-01",81246,2,"SAVINGS","2008-01-19","3+","UNRENEWED","2017-01-14","?","2018-01-19","PLUS","?","Y","2017-11-18","N","N"
"2018-01",60513,3,"BUSINESS","2006-01-04","3+","RENEWED PLUS","2018-01-06","2018-01-06","2019-01-04","PLUS","PLUS","Y","2014-09-19","N","N"
"2018-01",99557,2,"SAVINGS","2009-09-24","3+","RENEWED BASE","2018-02-10","2018-02-10","2019-01-26","BASE","BASE","Y","2018-03-15","N","N"
"2018-01",21936,3,"BUSINESS","1993-01-16","3+","RENEWED BASE","2018-01-08","2018-01-08","2019-01-31","BASE","BASE","N","2014-12-23","N","N"
"2018-01",212035,3,"BUSINESS","2017-01-05","1","UNRENEWED","2017-01-05","?","2018-01-05","PLUS","?","Y","?","N","N"
"2018-01",177885,2,"SAVINGS","2015-01-21","3","UNRENEWED","2017-01-31","?","2018-01-21","BASE","?","N","?","N","N"
"2018-01",116713,2,"SAVINGS","2011-01-23","3+","RENEWED BASE","2018-01-31","2018-01-31","2019-01-31","BASE","BASE","N","?","N","N"
"2018-01",150395,3,"BUSINESS","1997-10-13","3+","RENEWED PLUS","2018-01-08","2018-01-08","2019-01-07","PLUS","PLUS","Y","2015-08-04","N","N"
"2018-01",222476,2,"SAVINGS","2017-01-12","1","RENEWED BASE","2018-01-12","2018-01-12","2019-01-12","BASE","BASE","N","?","Y","N"
"2018-01",119050,2,"SAVINGS","2011-03-22","3+","RENEWED BASE","2018-05-24","2018-05-24","2019-05-24","BASE","BASE","N","?","N","N"
"2018-01",100053,3,"BUSINESS","2009-10-18","3+","RENEWED BASE","2018-03-05","2018-03-05","2019-01-20","BASE","BASE","N","2015-05-24","N","N"
"2018-01",87867,3,"BUSINESS","2008-10-31","3+","RENEWED BASE","2017-01-07","2017-12-22","2019-01-07","BASE","BASE","N","2011-05-22","N","N"
"2018-01",81508,3,"BUSINESS","2008-01-21","3+","RENEWED PLUS","2018-01-17","2018-01-17","2019-01-21","PLUS","PLUS","Y","2014-11-15","N","N"
"2018-01",205158,2,"SAVINGS","2017-01-25","1","RENEWED BASE","2017-01-25","2018-01-25","2018-01-25","BASE","BASE","N","?","N","N"
"2018-01",129357,3,"BUSINESS","2012-01-25","3+","RENEWED BASE","2018-01-18","2018-01-18","2019-01-25","BASE","BASE","N","?","N","N"
"2018-01",93878,2,"SAVINGS","2009-01-23","3+","RENEWED BASE","2018-03-10","2018-03-10","2019-01-23","BASE","BASE","N","?","N","N"
"2018-01",42670,2,"SAVINGS","2004-01-24","3+","RENEWED BASE","2018-01-09","2018-01-09","2019-01-18","BASE","BASE","N","?","N","N"
"2018-01",168290,2,"SAVINGS","2014-11-03","3+","UNRENEWED","2015-10-19","?","2018-01-10","BASE","?","N","?","N","N"
"2018-01",159435,2,"SAVINGS","2014-01-25","3+","RENEWED PLUS","2018-01-25","2018-01-22","2019-01-25","PLUS","PLUS","Y","2015-01-17","Y","N"
"2018-01",84262,2,"SAVINGS","1991-01-17","3+","RENEWED BASE","2018-01-06","2018-01-06","2019-01-05","BASE","BASE","N","?","N","N"
"2018-01",24313,2,"SAVINGS","2002-06-04","3+","RENEWED PLUS","2018-01-03","2017-12-31","2019-01-03","PLUS","PLUS","Y","?","Y","N"
"2018-01",173150,2,"SAVINGS","2015-01-09","3","RENEWED PLUS","2018-01-09","2018-01-06","2019-01-09","PLUS","PLUS","Y","2016-02-02","Y","N"
"2018-01",61510,2,"SAVINGS","2006-01-12","3+","RENEWED BASE","2017-12-31","2017-12-31","2019-01-12","BASE","BASE","N","?","N","N"
"2018-01",236289,2,"SAVINGS","2017-01-22","1","RENEWED BASE","2018-01-22","2018-01-22","2019-01-22","BASE","BASE","N","?","Y","N"
"2018-01",178338,3,"BUSINESS","2015-01-23","3","RENEWED PLUS","2018-01-31","2018-01-31","2019-01-23","PLUS","PLUS","Y","2015-07-23","N","N"
"2018-01",14572,3,"BUSINESS","1991-09-25","3+","UNRENEWED","2016-12-16","?","2018-01-22","PLUS","?","Y","2016-01-19","N","N"
"2018-01",111552,2,"SAVINGS","2010-11-20","3+","RENEWED BASE","2018-01-31","2018-01-31","2019-01-27","BASE","BASE","Y","2018-06-23","N","N"
"2018-01",129622,3,"BUSINESS","2012-01-26","3+","RENEWED BASE","2018-05-01","2018-05-01","2019-05-01","BASE","BASE","N","?","N","N"
"2018-01",159751,2,"SAVINGS","2014-01-26","3+","UNRENEWED","2017-01-28","?","2018-01-26","BASE","?","N","?","N","N"
"2018-01",242248,3,"BUSINESS","2017-01-26","1","RENEWED BASE","2018-01-26","2018-01-26","2019-01-26","BASE","BASE","N","?","Y","N"
"2018-01",230812,2,"SAVINGS","2017-01-18","1","RENEWED BASE","2018-01-26","2018-01-26","2019-01-18","BASE","BASE","N","?","N","N"
"2018-01",148222,2,"SAVINGS","2013-08-30","3+","RENEWED BASE","2018-03-05","2018-03-05","2019-01-31","BASE","BASE","N","?","N","N"
"2018-01",240912,2,"SAVINGS","2017-01-25","1","UNRENEWED","2017-01-25","?","2018-01-25","BASE","?","N","?","N","N"
"2018-01",92042,2,"SAVINGS","2009-01-16","3+","RENEWED BASE","2018-01-16","2018-01-13","2019-01-16","BASE","BASE","N","?","Y","N"
"2018-01",46816,2,"SAVINGS","2004-08-03","3+","RENEWED BASE","2018-01-14","2018-01-14","2019-01-07","BASE","BASE","N","?","N","N"
"2018-01",119034,2,"SAVINGS","2011-03-20","3+","RENEWED PLUS","2018-01-30","2018-01-30","2019-01-25","PLUS","PLUS","Y","2017-01-25","N","N"
"2018-01",191556,2,"SAVINGS","2016-01-09","2","RENEWED BASE","2018-01-09","2018-01-06","2019-01-09","BASE","BASE","N","?","Y","N"
"2018-01",4162,2,"SAVINGS","2000-02-20","3+","RENEWED PLUS","2018-01-05","2018-01-05","2019-01-11","PLUS","PLUS","Y","2015-07-06","Y","N"
"2018-01",67568,2,"SAVINGS","2006-10-16","3+","RENEWED BASE","2018-02-25","2018-02-25","2019-01-25","BASE","BASE","N","?","N","N"
"2018-01",13352,3,"BUSINESS","2001-11-08","3+","RENEWED PLUS","2018-01-07","2018-01-07","2019-01-15","PLUS","PLUS","Y","2014-12-28","N","N"
"2018-01",196040,2,"SAVINGS","2016-01-16","2","UNRENEWED","2017-02-24","?","2018-01-16","BASE","?","N","?","N","N"
"2018-01",224258,2,"SAVINGS","2017-01-13","1","UNRENEWED","2017-01-13","?","2018-01-13","BASE","?","N","?","N","N"
"2018-01",102898,3,"BUSINESS","2010-01-09","3+","RENEWED BASE","2018-03-03","2018-03-03","2019-01-09","BASE","BASE","N","2015-10-13","N","N"
"2018-01",40450,2,"SAVINGS","1991-10-12","3+","RENEWED BASE","2018-01-18","2018-01-18","2019-01-18","BASE","BASE","N","2015-10-05","Y","N"
"2018-01",24836,2,"SAVINGS","1992-01-31","3+","RENEWED BASE","2018-01-17","2018-01-17","2019-01-31","BASE","BASE","N","2017-11-03","N","N"
"2018-01",146211,2,"SAVINGS","2013-05-03","3+","RENEWED BASE","2017-12-23","2017-12-23","2019-01-06","BASE","BASE","Y","2018-05-10","N","Y"
"2018-01",245697,2,"SAVINGS","2017-01-28","1","RENEWED BASE","2018-03-10","2018-03-10","2019-01-28","PLUS","BASE","N","?","N","N"
"2018-01",66195,2,"SAVINGS","1993-10-31","3+","RENEWED BASE","2018-01-20","2018-01-20","2019-01-25","BASE","BASE","N","?","N","Y"
"2018-01",185580,2,"SAVINGS","2015-11-03","3","UNRENEWED","2017-01-05","?","2018-01-05","BASE","?","N","?","N","N"
"2018-01",224999,2,"SAVINGS","2017-01-14","1","RENEWED BASE","2018-01-14","2018-01-14","2019-01-14","BASE","BASE","N","?","Y","N"
"2018-01",137981,2,"SAVINGS","2013-01-03","3+","RENEWED PLUS","2018-01-03","2017-12-31","2019-01-03","PLUS","PLUS","Y","2013-03-28","Y","N"
"2018-01",80217,2,"SAVINGS","2008-01-12","3+","RENEWED BASE","2017-12-23","2017-12-23","2019-01-12","BASE","BASE","N","?","N","N"
"2018-01",136765,3,"BUSINESS","1998-01-15","3+","RENEWED BASE","2018-01-08","2018-01-08","2019-01-15","BASE","BASE","Y","2018-03-02","N","N"
"2018-01",81649,2,"SAVINGS","2008-01-22","3+","UNRENEWED","2016-01-22","?","2018-02-10","BASE","?","N","2010-08-21","N","N"
"2018-01",182048,2,"SAVINGS","2015-03-04","3","UNRENEWED","2015-03-04","?","2018-01-10","BASE","?","N","?","N","N"
"2018-01",174743,2,"SAVINGS","2015-01-13","3","UNRENEWED","2017-01-07","?","2018-01-13","PLUS","?","Y","?","N","N"
"2018-01",4560,3,"BUSINESS","2000-04-17","3+","UNRENEWED","2017-01-28","?","2018-01-28","PLUS","?","Y","2017-11-19","N","N"
"2018-01",52902,2,"SAVINGS","2005-01-23","3+","RENEWED BASE","2018-02-05","2018-02-05","2019-01-23","BASE","BASE","N","?","Y","N"
"2018-01",119560,2,"SAVINGS","2011-04-20","3+","RENEWED BASE","2018-04-07","2018-04-07","2019-04-07","BASE","BASE","N","2013-05-16","N","N"
"2018-01",28131,3,"BUSINESS","2002-11-25","3+","RENEWED PLUS","2018-01-23","2018-01-23","2019-01-23","PLUS","PLUS","Y","2012-03-13","Y","N"
"2018-01",210457,2,"SAVINGS","2017-01-03","1","RENEWED BASE","2018-06-08","2018-06-08","2019-06-08","PLUS","BASE","N","?","N","N"
"2018-01",24827,2,"SAVINGS","2002-07-03","3+","RENEWED BASE","2018-01-04","2018-01-04","2019-01-06","BASE","BASE","N","?","N","N"
"2018-01",177002,2,"SAVINGS","2015-01-21","3","RENEWED BASE","2018-02-13","2018-02-13","2019-01-21","BASE","BASE","N","?","N","N"
"2018-01",92149,2,"SAVINGS","2009-01-16","3+","RENEWED BASE","2018-01-02","2018-01-02","2019-01-16","BASE","BASE","N","?","N","N"
"2018-01",220163,2,"SAVINGS","2017-01-11","1","UNRENEWED","2017-01-11","?","2018-01-11","BASE","?","N","?","N","N"
"2018-01",225698,2,"SAVINGS","2017-01-14","1","UNRENEWED","2017-01-14","?","2018-01-14","BASE","?","N","?","N","N"
"2018-01",158922,2,"SAVINGS","2014-01-23","3+","RENEWED BASE","2018-02-26","2018-02-26","2019-01-23","BASE","BASE","N","?","N","N"
"2018-01",33735,3,"BUSINESS","1992-01-24","3+","RENEWED PLUS","2017-12-16","2017-12-16","2019-01-24","PLUS","PLUS","Y","2013-01-21","N","N"
"2018-01",222471,2,"SAVINGS","2017-01-12","1","RENEWED PLUS","2018-01-12","2018-01-12","2019-01-12","PLUS","PLUS","Y","2017-07-24","Y","N"
"2018-01",65746,2,"SAVINGS","1994-08-09","3+","RENEWED BASE","2018-01-06","2018-01-06","2019-01-27","BASE","BASE","N","?","N","N"
"2018-01",97005,2,"SAVINGS","1995-11-08","3+","RENEWED BASE","2018-01-04","2018-01-04","2019-01-10","BASE","BASE","N","?","N","N"
"2018-01",180917,2,"SAVINGS","2015-01-30","3","RENEWED PLUS","2018-01-03","2018-01-03","2019-01-30","PLUS","PLUS","Y","2015-12-22","N","N"
"2018-01",138011,2,"SAVINGS","2013-01-03","3+","RENEWED BASE","2018-01-06","2018-01-06","2019-01-03","BASE","BASE","N","?","N","N"
"2018-01",91201,2,"SAVINGS","2009-01-11","3+","RENEWED BASE","2018-01-17","2018-01-17","2019-01-11","BASE","BASE","N","?","N","N"
"2018-01",182234,3,"BUSINESS","2015-03-30","3","UNRENEWED","2017-01-25","?","2018-01-25","BASE","?","N","?","N","N"
"2018-01",197797,3,"BUSINESS","2016-01-20","2","RENEWED BASE","2018-01-15","2018-01-15","2019-01-20","BASE","BASE","N","?","N","N"
"2018-01",161599,3,"BUSINESS","1999-03-09","3+","RENEWED PLUS","2017-02-19","2018-02-14","2019-02-14","PLUS","PLUS","Y","2017-10-28","Y","N"
"2018-01",200390,2,"SAVINGS","2016-01-26","2","RENEWED BASE","2018-01-05","2018-01-05","2019-01-26","BASE","BASE","N","?","N","N"
"2018-01",152486,3,"BUSINESS","2014-01-03","3+","RENEWED PLUS","2018-01-12","2018-01-12","2019-01-03","PLUS","PLUS","Y","2015-01-07","N","N"
"2018-01",57817,3,"BUSINESS","2005-10-06","3+","RENEWED PLUS","2018-01-16","2018-01-16","2019-01-03","PLUS","PLUS","Y","2016-06-20","N","N"
"2018-01",149459,3,"BUSINESS","2013-10-12","3+","RENEWED PLUS","2018-01-17","2018-01-17","2019-01-14","PLUS","PLUS","Y","2017-02-11","Y","N"
"2018-01",63659,2,"SAVINGS","2006-01-28","3+","RENEWED BASE","2018-01-19","2018-01-19","2019-01-28","BASE","BASE","N","?","N","N"
"2018-01",84633,2,"SAVINGS","2008-05-15","3+","RENEWED BASE","2018-03-23","2018-03-23","2019-01-31","BASE","BASE","N","?","N","N"
"2018-01",113226,2,"SAVINGS","2011-01-06","3+","RENEWED BASE","2018-01-09","2018-01-09","2019-01-06","BASE","BASE","N","2011-11-13","N","N"
"2018-01",750,3,"BUSINESS","1999-12-13","3+","RENEWED BASE","2018-01-13","2018-01-13","2019-01-01","BASE","BASE","N","?","N","N"
"2018-01",32337,2,"SAVINGS","2003-01-23","3+","RENEWED BASE","2018-01-20","2018-01-20","2019-01-23","BASE","BASE","N","?","N","N"
"2018-01",124327,2,"SAVINGS","2011-12-13","3+","UNRENEWED","2017-03-09","?","2018-01-27","BASE","?","N","2015-12-11","N","N"
"2018-01",163016,2,"SAVINGS","1999-01-29","3+","RENEWED BASE","2018-02-24","2018-02-24","2019-02-24","PLUS","BASE","Y","2018-03-06","N","N"
"2018-01",18775,3,"BUSINESS","1992-01-12","3+","RENEWED PLUS","2017-12-14","2017-12-14","2019-01-12","PLUS","PLUS","Y","2011-12-19","N","N"
"2018-01",33171,3,"BUSINESS","2003-01-28","3+","RENEWED BASE","2017-01-14","2018-01-03","2019-01-28","BASE","BASE","N","?","Y","N"
"2018-01",234305,2,"SAVINGS","2017-01-21","1","RENEWED BASE","2018-01-05","2018-01-05","2019-01-21","BASE","BASE","N","?","N","N"
"2018-01",175991,2,"SAVINGS","2015-01-16","3","RENEWED PLUS","2018-01-09","2018-01-09","2019-01-16","PLUS","PLUS","Y","2015-03-08","N","N"
"2018-01",40219,3,"BUSINESS","2004-01-05","3+","RENEWED PLUS","2017-12-08","2017-12-08","2019-01-09","PLUS","PLUS","Y","2015-03-30","N","N"
"2018-01",226669,2,"SAVINGS","2017-01-15","1","RENEWED BASE","2018-01-18","2018-01-18","2019-01-15","BASE","BASE","Y","2018-01-27","N","N"
"2018-01",71926,2,"SAVINGS","2007-01-19","3+","RENEWED BASE","2018-02-03","2018-02-03","2019-01-19","BASE","BASE","N","2010-11-27","N","N"
"2018-01",130800,2,"SAVINGS","1997-07-24","3+","RENEWED PLUS","2018-01-13","2018-01-13","2019-01-03","PLUS","PLUS","Y","2015-06-27","N","N"
"2018-01",192365,2,"SAVINGS","2016-01-10","2","RENEWED BASE","2018-02-19","2018-02-19","2019-01-10","PLUS","BASE","Y","2018-03-04","N","N"
"2018-01",37280,2,"SAVINGS","2003-09-10","3+","RENEWED PLUS","2018-01-16","2018-01-13","2019-01-16","PLUS","PLUS","Y","2012-11-03","Y","N"
"2018-01",73997,2,"SAVINGS","2007-03-08","3+","RENEWED BASE","2018-02-09","2018-02-09","2019-01-27","BASE","BASE","N","2015-09-24","N","N"
"2018-01",130035,2,"SAVINGS","2012-01-28","3+","RENEWED BASE","2018-01-28","2018-01-25","2019-01-28","BASE","BASE","N","?","Y","N"
"2018-01",203978,2,"SAVINGS","2016-04-03","2","UNRENEWED","2016-04-03","?","2018-01-10","BASE","?","N","?","N","N"
"2018-01",221736,2,"SAVINGS","2017-01-12","1","UNRENEWED","2016-01-12","?","2017-01-12","BASE","?","N","?","N","N"
"2018-01",229616,2,"SAVINGS","2017-01-17","1","UNRENEWED","2017-01-17","?","2018-01-17","BASE","?","N","?","N","N"
"2018-01",113926,2,"SAVINGS","2011-01-10","3+","RENEWED BASE","2018-01-10","2018-01-07","2019-01-10","BASE","BASE","N","2011-10-27","Y","N"
"2018-01",214278,2,"SAVINGS","2017-01-07","1","RENEWED BASE","2017-12-26","2017-12-26","2019-01-07","BASE","BASE","N","?","N","N"
"2018-01",123036,3,"BUSINESS","1996-01-24","3+","RENEWED BASE","2018-01-22","2018-01-22","2019-01-23","BASE","BASE","N","?","N","N"
"2018-01",10387,2,"SAVINGS","1990-12-21","3+","RENEWED BASE","2018-01-31","2018-01-28","2019-01-31","BASE","BASE","N","2013-07-13","Y","N"
"2018-01",239429,2,"SAVINGS","2017-01-24","1","UNRENEWED","2017-01-24","?","2018-01-24","PLUS","?","Y","?","N","N"
"2018-01",165268,3,"BUSINESS","2014-08-28","3+","RENEWED BASE","2018-01-25","2018-01-25","2019-01-28","BASE","BASE","N","?","N","N"
"2018-01",152060,3,"BUSINESS","2014-01-02","3+","RENEWED BASE","2017-12-28","2017-12-28","2019-01-02","BASE","BASE","N","?","N","N"
"2018-01",70164,2,"SAVINGS","2007-01-06","3+","RENEWED PLUS","2018-01-06","2018-01-03","2019-01-06","PLUS","PLUS","Y","?","Y","N"
"2018-01",34855,2,"SAVINGS","1991-11-01","3+","RENEWED BASE","2018-03-09","2018-03-09","2019-01-21","BASE","BASE","N","?","N","N"
"2018-01",188299,2,"SAVINGS","2016-01-03","2","RENEWED BASE","2016-12-20","2018-01-21","2019-01-21","BASE","BASE","N","?","N","N"
"2018-01",30255,2,"SAVINGS","2003-01-10","3+","RENEWED BASE","2018-01-19","2018-01-19","2019-01-10","PLUS","BASE","N","2016-12-07","N","N"
"2018-01",204641,2,"SAVINGS","2017-01-25","1","UNRENEWED","2017-01-25","?","2018-01-25","PLUS","?","Y","2017-07-01","N","N"
"2018-01",165037,2,"SAVINGS","2014-08-18","3+","UNRENEWED","2015-08-18","?","2018-01-14","PLUS","?","Y","2017-01-14","N","N"
"2018-01",103924,3,"BUSINESS","2010-01-15","3+","RENEWED BASE","2018-01-06","2018-01-06","2019-01-15","BASE","BASE","N","?","N","N"
"2018-01",166960,3,"BUSINESS","1999-01-09","3+","RENEWED BASE","2018-03-04","2018-03-04","2019-01-29","BASE","BASE","N","2014-12-13","N","N"
"2018-01",45227,2,"SAVINGS","1993-01-03","3+","RENEWED BASE","2017-12-19","2017-12-19","2019-01-03","BASE","BASE","N","?","N","N"
"2018-01",205435,3,"BUSINESS","2017-01-18","1","RENEWED BASE","2018-01-19","2018-01-19","2019-01-18","PLUS","BASE","Y","2018-09-14","N","N"
"2018-01",92259,2,"SAVINGS","2009-01-17","3+","RENEWED PLUS","2018-01-17","2018-01-14","2019-01-17","PLUS","PLUS","Y","2013-05-14","Y","N"
"2018-01",112988,2,"SAVINGS","2011-01-05","3+","UNRENEWED","2016-01-22","?","2018-01-09","PLUS","?","Y","2015-03-29","N","N"
"2018-01",107025,2,"SAVINGS","1996-03-23","3+","RENEWED BASE","2017-12-22","2017-12-22","2019-01-04","BASE","BASE","N","?","N","N"
"2018-01",223805,3,"BUSINESS","2017-01-13","1","RENEWED PLUS","2017-01-08","2018-01-08","2019-01-13","PLUS","PLUS","N","2017-01-16","N","N"
"2018-01",210960,2,"SAVINGS","2017-01-04","1","RENEWED BASE","2017-11-27","2017-11-27","2019-01-04","BASE","BASE","N","?","N","N"
"2018-01",222384,2,"SAVINGS","2017-01-25","1","RENEWED BASE","2018-08-07","2018-08-07","2019-08-07","BASE","BASE","N","?","N","N"
"2018-01",114362,3,"BUSINESS","2011-01-13","3+","RENEWED PLUS","2014-12-04","2017-12-18","2019-01-12","PLUS","PLUS","Y","2014-07-11","Y","N"
"2018-01",69296,3,"BUSINESS","1993-01-18","3+","RENEWED BASE","2018-03-03","2018-03-03","2019-03-03","BASE","BASE","N","2015-09-25","N","N"
"2018-01",98651,2,"SAVINGS","2009-08-03","3+","RENEWED BASE","2018-05-06","2018-05-06","2019-05-06","BASE","BASE","N","?","N","N"
"2018-01",205276,2,"SAVINGS","2017-01-18","1","RENEWED BASE","2018-05-17","2018-05-17","2019-05-17","BASE","BASE","N","?","N","N"
"2018-01",74501,2,"SAVINGS","2007-04-17","3+","RENEWED BASE","2018-01-10","2018-01-10","2019-01-21","BASE","BASE","N","2011-08-31","N","N"
"2018-01",114634,2,"SAVINGS","2011-01-14","3+","RENEWED BASE","2018-01-27","2018-01-27","2019-01-14","BASE","BASE","N","2013-11-22","N","N"
"2018-01",69180,2,"SAVINGS","2006-12-15","3+","RENEWED PLUS","2015-11-07","2018-01-02","2019-01-08","PLUS","PLUS","Y","2012-03-14","N","N"
"2018-01",82117,2,"SAVINGS","2008-01-26","3+","RENEWED PLUS","2018-02-01","2018-02-01","2019-01-26","PLUS","PLUS","Y","2011-09-10","N","N"
"2018-01",121714,2,"SAVINGS","2011-08-30","3+","UNRENEWED","2017-03-11","?","2018-01-31","BASE","?","N","?","N","N"
"2018-01",240538,2,"SAVINGS","2017-01-25","1","UNRENEWED","2017-01-25","?","2018-01-25","BASE","?","N","?","N","N"
"2018-01",55058,3,"BUSINESS","1997-01-07","3+","RENEWED PLUS","2018-01-07","2018-01-04","2019-01-07","PLUS","PLUS","Y","?","Y","N"
"2018-01",233589,2,"SAVINGS","2017-01-20","1","UNRENEWED","2017-01-20","?","2018-01-20","BASE","?","N","?","N","N"
"2018-01",167430,2,"SAVINGS","2015-01-21","3","UNRENEWED","2017-02-06","?","2018-01-21","BASE","?","N","?","N","N"
"2018-01",107800,2,"SAVINGS","2010-05-02","3+","RENEWED BASE","2018-04-29","2018-04-29","2019-04-29","BASE","BASE","N","2012-11-17","N","N"
"2018-01",219433,2,"SAVINGS","2017-01-11","1","RENEWED BASE","2017-12-22","2017-12-22","2019-01-11","BASE","BASE","N","?","N","N"
"2018-01",8167,3,"BUSINESS","2001-01-15","3+","RENEWED BASE","2018-02-03","2018-02-03","2019-01-15","BASE","BASE","N","2010-11-28","N","N"
"2018-01",178302,2,"SAVINGS","2015-01-23","3","RENEWED PLUS","2018-02-03","2018-02-03","2019-01-23","PLUS","PLUS","Y","?","N","N"
"2018-01",42766,2,"SAVINGS","2004-01-24","3+","RENEWED PLUS","2018-02-17","2018-02-17","2019-01-23","PLUS","PLUS","Y","?","N","N"
"2018-01",123420,2,"SAVINGS","2011-11-03","3+","UNRENEWED","2017-01-21","?","2018-01-21","BASE","?","N","?","N","N"
"2018-01",91690,2,"SAVINGS","2009-01-15","3+","RENEWED BASE","2017-12-19","2017-12-19","2019-01-15","BASE","BASE","N","?","N","N"
"2018-01",202329,2,"SAVINGS","2016-01-30","2","RENEWED PLUS","2018-01-04","2018-01-04","2019-01-30","PLUS","PLUS","Y","2016-01-31","N","N"
"2018-01",187265,3,"BUSINESS","2016-01-02","2","RENEWED PLUS","2017-12-28","2017-12-28","2019-01-02","PLUS","PLUS","Y","?","N","N"
"2018-01",92320,2,"SAVINGS","1996-01-08","3+","RENEWED BASE","2017-11-05","2017-11-05","2019-01-07","BASE","BASE","N","2011-10-30","N","N"
"2018-01",10056,3,"BUSINESS","1992-01-09","3+","RENEWED PLUS","2018-01-09","2018-01-06","2019-01-09","PLUS","PLUS","Y","2014-03-19","Y","N"
"2018-01",212861,2,"SAVINGS","2017-01-06","1","RENEWED BASE","2018-02-17","2018-02-17","2019-01-06","BASE","BASE","N","?","N","N"
"2018-01",185208,2,"SAVINGS","2015-10-27","3","RENEWED BASE","2018-03-07","2018-03-07","2019-01-14","BASE","BASE","N","?","N","N"
"2018-01",47564,3,"BUSINESS","2004-09-08","3+","RENEWED BASE","2018-01-31","2018-01-31","2019-01-03","BASE","BASE","N","2016-03-31","N","N"
"2018-01",144507,3,"BUSINESS","2013-01-30","3+","RENEWED PLUS","2017-03-06","2018-02-04","2019-02-04","PLUS","PLUS","Y","?","N","N"
"2018-01",113523,2,"SAVINGS","2011-01-08","3+","RENEWED PLUS","2018-01-08","2018-01-05","2019-01-08","PLUS","PLUS","Y","2015-10-22","Y","N"
"2018-01",249127,2,"SAVINGS","2017-01-31","1","UNRENEWED","2017-01-31","?","2018-01-31","BASE","?","N","?","N","N"
"2018-01",66108,2,"SAVINGS","1995-01-24","3+","RENEWED BASE","2018-01-24","2018-01-21","2019-01-24","BASE","BASE","N","?","Y","N"
"2018-01",171434,2,"SAVINGS","2015-01-04","3","RENEWED PLUS","2018-01-13","2018-01-13","2019-01-04","PLUS","PLUS","Y","?","N","N"
"2018-01",185909,2,"SAVINGS","2015-11-08","3","UNRENEWED","2017-01-15","?","2018-01-15","BASE","?","N","?","N","N"
"2018-01",212020,3,"BUSINESS","2017-01-05","1","RENEWED PLUS","2018-01-04","2018-01-04","2019-01-05","PLUS","PLUS","Y","?","N","N"
"2018-01",186997,2,"SAVINGS","2015-12-29","3","UNRENEWED","2016-01-03","?","2018-01-10","BASE","?","N","?","N","N"
"2018-01",195929,2,"SAVINGS","2016-01-16","2","RENEWED BASE","2017-12-22","2017-12-22","2019-01-16","BASE","BASE","N","?","N","N"
"2018-01",239707,3,"BUSINESS","2017-01-25","1","RENEWED BASE","2018-02-01","2018-02-01","2019-01-25","PLUS","BASE","N","?","N","N"
"2018-01",41352,2,"SAVINGS","2004-01-14","3+","RENEWED PLUS","2018-01-13","2018-01-10","2019-01-13","PLUS","PLUS","Y","2010-10-27","Y","N"
"2018-01",240720,3,"BUSINESS","2017-01-25","1","UNRENEWED","2017-01-25","?","2018-01-25","BASE","?","N","?","N","N"
"2018-01",41861,2,"SAVINGS","2004-01-29","3+","RENEWED PLUS","2018-01-28","2018-01-09","2018-01-29","PLUS","PLUS","Y","2015-03-09","N","N"
"2018-01",225033,3,"BUSINESS","2017-01-14","1","UNRENEWED","2017-01-14","?","2018-01-14","BASE","?","N","?","N","N"
"2018-01",157262,2,"SAVINGS","2014-01-18","3+","RENEWED PLUS","2017-01-18","2018-01-07","2019-01-18","PLUS","PLUS","Y","?","N","N"
"2018-01",94729,2,"SAVINGS","2009-01-27","3+","RENEWED BASE","2018-01-13","2018-01-13","2019-01-02","BASE","BASE","N","2015-02-14","N","N"
"2018-01",112035,2,"SAVINGS","2010-12-14","3+","RENEWED PLUS","2018-01-06","2018-01-06","2019-01-18","PLUS","PLUS","Y","2017-01-18","N","Y"
"2018-01",106666,2,"SAVINGS","2010-01-31","3+","RENEWED PLUS","2018-02-14","2018-02-14","2019-01-31","PLUS","PLUS","Y","2015-06-30","N","N"
"2018-01",227399,2,"SAVINGS","2017-01-15","1","RENEWED PLUS","2017-12-21","2017-12-21","2019-01-15","PLUS","PLUS","Y","?","N","N"
"2018-01",209514,2,"SAVINGS","2017-01-02","1","UNRENEWED","2017-01-02","?","2018-01-02","BASE","?","N","?","N","N"
